_id,Restaurant_Name,Category,Pricing_for_2,Locality,Dining_Rating,Dining_Review_Count,Delivery_Rating,Delivery_Rating_Count,Website,Address,Phone_No,Latitude,Longitude,Known_For2,Known_For22,score
144,Berco's,"Chinese, Thai, Asian, Beverages",900," Hajipur, Noida",4.5,2455,4,6853,https://www.zomato.com/ncr/bercos-hajipur,"104, Sector 104, Near Hajipur, Noida",9.20E+11,28.539399,77.36581285,"Shanghai Rice, Stir Fried Asian Greens, Black Pepper Paneer, Chilli Garlic Prawn, Chicken Honey, Spice Chicken","Excellent Hospitality, Great Host, Courteous Service, Warm Hospitality, Lovely Ambience, Employee",4.366955893
146,Mr. Crust Bakers,"Bakery, Burger, Fast Food, Beverages",400," Vijay Nagar, New Delhi",4.5,1791,4.3,10400,https://www.zomato.com/ncr/mr-crust-bakers-vijay-nagar-new-delhi,"B 29/B, Opposite Mother Dairy, Vijay Nagar, New Delhi",9.11E+11,28.69058089,77.20151916,"Peach Pie, Veg Pattice, Fruit Pudding, Choco Chip Pastry, Makhani Pasta, Hazelnut Cold Coffee","Coffee Date, Reasonable Rates, Cleanliness, Friendly Place, Great Quality, Great Ambiance",4.339293917
156,Naivedyam,South Indian,500," Hauz Khas Village, New Delhi",4.5,2589,4.3,7328,https://www.zomato.com/ncr/naivedyam-hauz-khas-village-new-delhi,"Shop 1, Hauz Khas Village, New Delhi",9.11E+11,28.55502476,77.19509996,"Kesari Bhath, Maharaja Dosa, Mysore Rava Masala Dosa, Dahi Idli, Rasam Papad, Ghee Roast Dosa","Authentic Ambience, Peaceful Environment, Soothing Ambience, Efficient Service, Peaceful Ambience, Pure Veg",4.37142225
168,Boa Village,"Asian, Japanese, Korean, Chinese, Momos, Thai",2300," Civil Lines, New Delhi",4.4,2228,4.2,880,https://www.zomato.com/ncr/boa-village-civil-lines-new-delhi,"13, Alipur Road, Civil Lines, New Delhi",9.11E+11,28.67661667,77.22521111,"Chicken Tempura, Soya Nuggets, Banana Toffee, Bellini, Salmon Sushi, Tandoori Veg Platter","Kid Friendly, Good Bartenders, Classy Place, Rooftop Seating, Rooftop Ambience, Classy Ambience",4.297270163
170,The G.T. Road,"North Indian, Mughlai, Street Food, Chinese, Mithai, Beverages",1400," Connaught Place, New Delhi",4.4,3471,3.9,18,https://www.zomato.com/ncr/the-g-t-road-connaught-place-new-delhi,"M 39, Outer Circle, Connaught Place, New Delhi",9.20E+11,28.63313465,77.22291615,"Vegetable Kofta Curry, Tamatar Ka Shorba, Gur Ice Cream, Punjabi Rajma, Rice Kheer, Pinni","Buffet Variety and Quality, Classy Interiors, Live Grill, Vintage Decor, Nice Theme, Dessert Menu",4.323471162
182,Havemore,"North Indian, Mughlai, Beverages",2300," Pandara Road Market, New Delhi",4.4,2437,4.2,1294,https://www.zomato.com/ncr/havemore-pandara-road-new-delhi,"11-12, Pandara Road Market, New Delhi",9.20E+11,28.60807424,77.22971756,"Khasta Paratha, Butter Chicken and Naan, Soya Tikka Masala, Paneer Methi Malai, Makke Ki Roti, Masala Papad","Good for Large Groups, Family Restaurant, Family Place, Decent Ambience, Good Hospitality, Nice Staff",4.302862031
191,Xero Degrees,"Cafe, Fast Food, Beverages, Desserts",750," Connaught Place, New Delhi",4.4,1876,4.1,783,https://www.zomato.com/ncr/xero-degrees-connaught-place-new-delhi,"L-23/9, Middle Circle, Connaught Place, New Delhi",9.19E+11,28.63434235,77.22136416,"Raspberry Cooler, Slider Burger, Chicken Peri Peri Fries, Red Velvet Milkshake, Chicken Slider, Fried Cheese","Music and Ambience, Couple Friendly, Affordable, Service is Great, Compact Place, Quiet",4.28624079
194,Dhaba-  Estd 1986 Delhi,"Mughlai, Biryani, North Indian, Desserts, Beverages",2000," Aerocity, New Delhi",4.4,1950,4.2,604,https://www.zomato.com/ncr/dhaba-estd-1986-delhi-aerocity-new-delhi,"Shop 4, Ground Floor, World Mark 2, Aerocity, New Delhi",9.11E+11,28.5514597,77.1225002,"Mutton Balti, Lasooni Palak, Rara Gosht, Dal Dhaba, Daal Makhini, Mixed Vegetables","Best Indian Food in the City, Everthing is Perfect, Served Us Perfectly, Good Employee, Dhaba Feel, Great Food Great Service",4.288751731
201,Uncle's Sip & Bite,"Fast Food, Beverages",600," Prashant Vihar, New Delhi",4.4,1848,4.2,822,https://www.zomato.com/ncr/uncles-sip-bite-prashant-vihar-new-delhi,"Shop 5, A 75, Opposite CRPF School, Prashant Vihar, New Delhi",9.11E+11,28.71031899,77.13369213,"Cheesy Puffy Garlic Bread, Nacho Salsa, Garlic Bread Mozzarella, Caramel Shake, Peri Fries, Dessert Counter","Charging Ports, Great for Birthdays, Economical, Pocket Friendly Place, Fancy Crowd, Cozy Place",4.285260891
213,Indus Flavour,"North Indian, Chinese, Fast Food",900," Delhi University-GTB Nagar, New Delhi",4.4,2366,4.1,8004,https://www.zomato.com/ncr/indus-flavour-delhi-university-gtb-nagar-new-delhi,"2510, Ground Floor, Kingsway Camp, Hudson Lane, Delhi University-GTB Nagar, New Delhi",9.11E+11,28.69400989,77.18959976,"Rumali Masala Papad, Kadak Roomali, Paneer Makhmali, Kurkure Mushroom, Fondue, Matar Mushroom","Ambience is very Nice, Complimentary Drinks, Affordable, Good for Large Groups, Pure Veg, Gastronomical Experience",4.301031962
214,Paparizza-Woodfired Pizzas,"Pizza, Italian, Fast Food, BBQ, Salad, Desserts, Beverages",500," Delhi University-GTB Nagar, New Delhi",4.4,4403,4,5925,https://www.zomato.com/ncr/paparizza-woodfired-pizzas-delhi-university-gtb-nagar-new-delhi,"2520, Hudson Lane, Delhi University-GTB Nagar, New Delhi",9.18E+11,28.69515012,77.20423054,"Lasagna Palermo, Tex Mex Pizza, Mushroom Calzone, Pizza Calzone, Apple Pie Shake, Garlic Bread Mozzarella","The Staff is Friendly, Prices are very Genuine, Best Quality Food and Service, The Food was Worth the Price, Great Food and Service, Good for Large Groups",4.335756692
218,Town Hall,"Japanese, Thai, Italian, Asian, Pizza, European",2500," Khan Market, New Delhi",4.4,1828,3.9,25,https://www.zomato.com/ncr/town-hall-khan-market-new-delhi,"60-61, Middle Circle Lane, Near Dayal Opticals, Khan Market, New Delhi",9.11E+11,28.60017581,77.22712018,"Spicy Edamame, Rock Shrimp Tempura, Non Veg Mezze Platter, Sushi Rolls, Jasmine Rice, Sangria","Roof Top, Great Vibe, Seating Options, Sheesha, Courteous Service, Lovely Ambience",4.284550565
223,Zambar,"South Indian, Seafood, Kerala, Beverages",600," Ambience Mall, DLF Phase 3, Gurgaon",4.4,2141,4.2,919,https://www.zomato.com/ncr/zambar-1-dlf-phase-3,"Shop 310, 3rd Floor, Ambience Mall, DLF Phase 3, Gurgaon",9.11E+11,28.50261206,77.09709372,"Prawn Platter, Seafood Thali, Kerala Fish Fry, Chicken Dosa, Chicken Chettinadu, Mutton Sukka","New Look, Good Food Service, Gastronomical Experience, Excellent Staff, Comfortable Seating Area, Great Decor",4.294748012
232,Smoke House Deli,"Italian, Continental, Fast Food, Desserts, Beverages",1400," DLF Avenue, Saket, New Delhi",4.4,1797,4.2,1599,https://www.zomato.com/SmokeHouseDeli-Saket,"Shop 252/253, DLF Avenue, Saket, New Delhi",9.11E+11,28.52806581,77.21682351,"Ricotta Ravioli, Bagels, Rocher Shake, Peri Chicken, Risotto, Steak","Classy Interiors, Pretty Place, Breakfast Menu, Healthy Options, Peaceful Place, Attentive Staff",4.283432008
233,Roots - Cafe In The Park,"North Indian, Street Food, Desserts",750," Sector 29, Gurgaon",4.4,2759,4,1060,https://www.zomato.com/ncr/roots-cafe-in-the-park-sector-29,"Rajiv Gandhi Renewable Energy Park, Leisure Valley, Sector 29, Gurgaon",9.20E+11,28.46965566,77.06839141,"Railway Masala Omelette Sandwich, Wai Wai Bhel, Moong Dal Chila, French Press Coffee, Mushroom Toast, Modinagar Shikanji","Natural Ambience, Good Food and Good Quality, Breakfast Options, Healthy Food Options, Cozy Ambience, Peaceful Place",4.310377993
251,Punjabi By Nature,"North Indian, Mughlai, Desserts, Beverages",2400," Ambience Mall, Vasant Kunj, New Delhi",4.4,2426,4.2,2592,https://www.zomato.com/ncr/punjabi-by-nature-vasant-kunj-new-delhi,"T-305, 3rd Floor, Ambience Mall, Vasant Kunj, New Delhi",9.20E+11,28.54087756,77.15500932,"Kandhari Chicken, Papad Platter, Murgh Makhanwala, Lahori Masala Paneer, Tandoori Raan, Authentic Punjabi Food","Service by Staff, Food was Wonderful, Themed Decor, Courteous Service, Nice Interiors, Comfortable Seating",4.302582943
255,Chaiyum,"Pizza, Fast Food, Beverages",550," Sector 10, Dwarka, New Delhi",4.4,2154,4,3334,https://www.zomato.com/ncr/chaiyum-sector-10-dwarka-new-delhi,"Ground Floor, Pinnacle Mall, Sector 10, Dwarka, New Delhi",9.20E+11,28.57945509,77.05595769,"Paneer Masala Sandwich, Zaffran Chai, Herb Chilli Burger, Vada Pav Burger, Adrak Tulsi Chai, Chicken Salami Pizza","Elaborate Seating, Hospitable, Sugar Free Options, Love the Food Love the Service, No Plastic Cups, Cool Environment",4.295132726
257,The Joint Cafe,"Cafe, Burger, Italian, American, Steak, Beverages",1400," DLF Galleria, DLF Phase 4, Gurgaon",4.4,1445,4.1,6522,https://www.zomato.com/ncr/the-joint-cafe-dlf-phase-4,"100, 1st Floor, DLF Galleria, DLF Phase 4, Gurgaon",9.11E+11,28.46756924,77.08143801,"Farmhouse Steak, Streaky Bacon, Irish Cream Coffee, Beef Burger, Meat Platter, Finger Chips","Breakfasts, Big Portions, Quaint Little Place, Cosy Place, Cozy, Great Music",4.269022705
271,Tossin Pizza,"Pizza, Fast Food, Pasta, Beverages",600," DLF Galleria, DLF Phase 4, Gurgaon",4.4,2441,4.2,32600,https://www.zomato.com/ncr/tossin-pizza-dlf-phase-4,"SF-114, 1st Floor, Galleria Market, DLF Phase 4, Gurgaon",9.11E+11,28.46758987,77.08140012,"Herbed Garlic Bread, Roohafza Mojito, Spicy Pepperoni, Vegetable Calzone, Veg Peri Peri, Strawberry Mojito","Food is 5 Star, Amazing Food and Experience, Tasty Stuff, Delivery on Time, Cozy Ambience, Many Choices",4.302963121
277,Whipped,"Bakery, Desserts, Coffee, Fast Food",800," Greater Kailash 2 (GK2), New Delhi",4.4,1658,4.2,7439,https://www.zomato.com/ncr/whipped-greater-kailash-gk-2-new-delhi,"S-375, Block S, Inder Mohan Bhardwaj Marg, Greater Kailash 2 (GK 2), New Delhi",9.16E+11,28.52979197,77.24541016,"Chocolate Truffle Royale, Oreo Crunch, New York Cheesecake, Cake in a Jar, Red Velvet Cheesecake, Cheese Cakes","Taste was Awesome, Pretty Decor, Coffee Date, Good Stuff, Fancy Crowd, Seating Arrangement",4.278137964
290,RollsKing,"Rolls, Sandwich, Fast Food, Beverages",400," Sector 18, Noida",4.4,1574,4.2,300,https://www.zomato.com/ncr/rollsking-1-sector-18-noida,"J-3, Near GIP Footover Bridge, Sector 18, Noida",9.11E+11,28.56823399,77.32459299,"Mutton Egg Roll, Keema Roll, Double Egg, Kathi Rolls, Veg Roll, Chicken Roll","Takeaway, Good Value, Friendly Place, Great Recommendations, Quick Service, Best Places",4.274699003
300,Amour Bistro,"Continental, Italian, Fast Food, Raw Meats, Desserts, Beverages",2000," Chanakyapuri, New Delhi",4.3,1430,4.4,618,https://www.zomato.com/ncr/amour-bistro-chanakyapuri-new-delhi,"10/48, Malcha Marg Shopping Complex, Chanakyapuri, New Delhi",9.20E+11,28.6016073,77.18596134,"Herb Roast Prawn, Gnocchi, Quiche, Banoffee Pie, Blueberry Cheesecake, Salmon","Family Favorite, Breakfast Menu, Perfect Location, Gastronomical Experience, Live Kitchen, Calm",4.217845461
323,Whisky Samba,"Asian, Sushi, Seafood, Desserts",3800," Two Horizon Center, Golf Course Road, Gurgaon",4.3,1408,3.9,21,https://www.zomato.com/ncr/whisky-samba-golf-course-road,"Shop 103, 104, Two Horizon Center, Golf Course Road, Gurgaon",9.20E+11,28.4511645,77.0966193,"Whiskey Cocktail, Crab Cakes, Chocolate Souffle, Tuna Sushi, Pork Belly, Wasabi Prawns","Classy Place, Great Vibe, Staff Behavior, Good Vibe, Awesome Music, Outside Seating",4.217202396
326,United Coffee House,"Mughlai, Chinese, European, Continental, North Indian, Fast Food, Beverages",2500," Connaught Place, New Delhi",4.3,3582,3.7,313,https://www.zomato.com/ncr/united-coffee-house-connaught-place-new-delhi,"E-15, Connaught Place, New Delhi",9.11E+11,28.63245282,77.22106744,"Chicken Ala Keiv, Badshahi Kofta, Lamb Kebab Platter, Lahori Meat, Kala Jaam, Cona Coffee","Royal Ambience, Family Favorite, Vintage Decor, Highly Recommended, Sophisticated, Elegant Ambience",4.253314018
328,Cafe After Hours,"North Indian, Chinese, Continental, Beverages, Thai",1200," City Centre Mall, Sector 12, Dwarka, New Delhi",4.3,1722,4.1,4283,https://www.zomato.com/ncr/cafe-after-hours-sector-12-dwarka-new-delhi,"1st Floor, City Centre Mall, Sector 12, Dwarka, New Delhi",9.20E+11,28.59248109,77.0415616,"Mushroom Stroganoff, Vegetable Dimsums, Soya Tikka, Butter Chicken Pizza, Sizzlers, Alfredo Pasta","Cost Efficient, Live Entertainment, Cozy Ambience, Live Band, Recommend Place, Hookah",4.225522964
339,Boombox Brewstreet,"Bar Food, North Indian, Chinese, Continental",1600," Sector 29, Gurgaon",4.3,2142,3.9,19,https://www.zomato.com/ncr/boombox-brewstreet-sector-29,"SCO 53, 1st Floor, Main Market, Sector 29, Gurgaon",9.20E+11,28.46814515,77.06402175,"Root Beer, Crispy Chilli Corn, Roasted Chicken Salad, Brewed Beer, Mixed Vegetables, Peach Ice Tea","Good Food with Good Quantity, Nice Ambience Nice Crowd, Kid Friendly, Cover Charges, Comfortable Couches, Music and Ambience",4.234347755
343,21 Gun Salute,"North Indian, Mughlai, Asian, Continental",2000," Sector 29, Gurgaon",4.3,1771,3.5,847,https://www.zomato.com/ncr/21-gun-salute-sector-29,"SCO 35-36, 1st Foor, Main Market, Sector 29, Gurgaon",9.20E+11,28.46814515,77.06402041,"Laal Maas, Mughlai Food, Kheer, Manchow Soup, Papad, Mocktail","Royal Ambience, Sophisticated, Classy Place, Worth the Price, Excellent Ambience, Awesome Ambience",4.226672881
350,AMPM Café & Bar,"Italian, Asian, American, European, Fast Food, Beverages, Desserts",1700," DLF Galleria, DLF Phase 4, Gurgaon",4.3,2713,4,112,https://www.zomato.com/ncr/ampm-caf-bar-dlf-phase-4,"R-003, 2nd Floor, DLF Galleria, DLF Phase 4, Gurgaon",9.20E+11,28.46759606,77.08131965,"Smoked Chicken Bruschetta, Blueberry Mousse, Choco Bomb, Mezze, Nutella Waffles, Meatballs","Live Band Performance, Rock Music, Rooftop Seating, Beautiful View, Rooftop Ambience, Great View",4.243456374
362,Karim's,"Mughlai, North Indian, Rolls",700," Jama Masjid, New Delhi",4.3,7027,3.7,2,https://www.zomato.com/ncr/karims-jama-masjid-new-delhi,"16, Gali Kababian, Jama Masjid, New Delhi",9.11E+11,28.64932288,77.23368991,"Chicken Jahangir, Mutton Qurma, Mutton Jahangiri, Reshmi Seekh Kebab, Badam Pasanda, Karim Roll","Gastronomical Experience, Affordable, Luxury, Best Ambience, Ample Seating Area, Clean",4.272393596
380,Starbucks Coffee,"Fast Food, Desserts, Beverages",600," Connaught Place, New Delhi",4.3,3428,4.3,523,https://www.zomato.com/ncr/starbucks-coffee-1-connaught-place-new-delhi,"A-1, Hamilton House, Inner Circle, Connaught Place, New Delhi",9.20E+11,28.632184,77.217774,"Caramel Frappucino, Iced Vanilla Latte, Vanilla Frappe, Mocha Frappuccino, Java Chip Frappuccino, Caramel Macchiato","Free Wifi, Cozy Ambience, Great Interiors, Huge Place, Great Location, Calm",4.251825664
384,The Burger Club,"Burger, Fast Food, Desserts, Beverages",500," Delhi University-GTB Nagar, New Delhi",4.3,2854,4.1,38200,https://www.zomato.com/ncr/the-burger-club-delhi-university-gtb-nagar,"103 & 105, Mall Road, Kingsway Camp, Delhi University-GTB Nagar, New Delhi",9.11E+11,28.69876778,77.20561992,"Spicy Club Burger, Island Chicken Club, Kumara Fries, Cream Shake, Caramel Frappe, Peach Tea","Cozy Ambiance, Casual Seating Area, Nice Crowd, Pocket Friendly, Chirpy Crowd, Nice Environment",4.245329383
397,Wood Box Cafe,"Cafe, Fast Food, Italian, Chinese, Salad, Momos",800," Satyaniketan, New Delhi",4.3,2505,3.8,1516,https://www.zomato.com/ncr/wood-box-cafe-satyaniketan-new-delhi,"Shop 288, Opposite Venkateswara College, Satyaniketan, New Delhi",9.20E+11,28.58864927,77.1689092,"Carnivore Platter, Blueberry Milkshake, Moroccan Chicken, Mango Mojito, Snicker Shake, Crispy Honey Chilli Potato","Wooden Interiors, Soothing Ambience, Cozy Ambience, Comfortable Seating, Peaceful Place, Serving Size",4.240446579
410,Abongchiiz,"Continental, Chinese, North Indian, Momos, Fast Food",1100," Delhi University-GTB Nagar, New Delhi",4.3,1710,3.9,1338,https://www.zomato.com/ncr/abongchiiz-delhi-university-gtb-nagar,"9, DDA Hudson Lane, Delhi University-GTB Nagar, New Delhi
",9.11E+11,28.69405989,77.20484845,"Jalapeno Cheese Balls, Coffee Hazelnut, Brownie Sizzler, Caramel Coffee, Momos Platter, Death by Chocolate","Board Games, Rooftop Ambience, Cosy Ambience, Seating Options, Fun Place, Sheesha",4.225235833
414,Shawarma House,"Lebanese, Middle Eastern, Wraps, Mediterranean",500," Central Plaza Mall, Golf Course Road, Gurgaon",4.3,1686,4,20300,https://www.zomato.com/ncr/shawarma-house-golf-course-road,"2, Central Plaza Mall, Golf Course Road, Gurgaon",9.20E+11,28.44266546,77.10111469,"Lamb Shawarma Wrap, Fatoush Salad, Chicken Poppers, Hummus Pita Bread, Couscous Salad, Fish Platter","Bang for the Buck, Office Crowd, Cozy Ambiance, Pocket Friendly, Delivery Timing, Serving Size",4.224654877
435,Art of Spices,"North Indian, Rolls",450," Karol Bagh, New Delhi",4.3,1454,4,11900,https://www.zomato.com/ncr/art-of-spices-karol-bagh-new-delhi,"B-1/3, Behind City Hospital, Pusa Road, Karol Bagh, New Delhi",9.20E+11,28.64350523,77.19054323,"Mutton Egg Roll, Double Egg Double Chicken Roll, Chicken Tenders, Kathi Rolls, Veg Rolls, Soya Chaap Roll","Art, Serving Time, Economical, Street Food, Friendly Place, Tandoori",4.218535691
522,Rose Cafe,"Coffee, Cafe, Continental, Mediterranean, Fast Food, Italian, Desserts, Beverages",1400," Lado Sarai, New Delhi",4.2,3318,3.9,46,https://www.zomato.com/ncr/rose-cafe-lado-sarai-new-delhi,"264, Ground Floor, Westend Marg, Saidullajab, Lado Sarai, New Delhi",9.20E+11,28.517999,77.198256,"Skinny Pizza, Eggless Dessert, Chicken Tarts, Belgium Chocolate Ice Cream, Herbed Chicken, Waffle Sundae","Chic Decor, Chic Ambience, Nice Outdoor Seating, Vintage Decor, Lovely Decor, Pretty Cafe",4.180415425
526,Om Sweets & Snacks,"North Indian, South Indian, Fast Food, Mithai, Bakery, Chinese, Street Food, Beverages",400," Jail Road, New Delhi",4.2,2159,4.2,66500,https://www.zomato.com/ncr/om-sweets-snacks-jail-road-new-delhi,"GL-23, Hari Nagar, Jail Road, New Delhi",9.11E+11,28.62780286,77.10032947,"Tomato Cheese Sandwich, Amritsari Koolcha, Crispy Jalebi, Malai Ghewar, Imarti, Chana Bhatura","Chirpy Crowd, Drive through, Not very Crowded, Cozy Ambiance, Inexpensive, Family Restaurant",4.174042299
535,Band Baaja Baaraat,"North Indian, Chinese, Kebab",900," Rajouri Garden, New Delhi",4.2,1761,3.8,4126,https://www.zomato.com/ncr/band-baaja-baaraat-rajouri-garden-new-delhi,"A 6, Ground Floor, Vishal Enclave, Rajouri Garden, New Delhi",9.19E+11,28.6478126,77.11936478,"Vegetable Corn Soup, Pan Mojito, Masala Corn, Salsa Potatoes, Rara Gosht, Palak Patta Chat","Valet Service, Flowers, Taste was Awesome, Amazing Interior, Live Grill, Reasonable Cost",4.170776664
581,The Tummy Section,"Fast Food, Chinese",350," Jail Road, New Delhi",4.2,1765,4.1,15800,https://www.zomato.com/ncr/the-tummy-section-jail-road-new-delhi,"WZ-303, Plot GL-15, Hari Nagar, Jail Road, New Delhi",9.20E+11,28.62928018,77.09973972,"Garlic Sauce Momo, Creamy Chicken Lollipops, Chicken Shawarama, Crispy Momos, Shawarma Rolls, Gravy Momo","Not very Crowded, Best Outlets, Inexpensive, Pocket Friendly, Seating Arrangements, Great Recommendations",4.170813567
601,Al Jawahar,"Mughlai, North Indian",500," Jama Masjid, New Delhi",4.2,3234,3.8,523,https://www.zomato.com/ncr/al-jawahar-jama-masjid-new-delhi,"8, Opposite Gate 1, Matia Mahal Road, Jama Masjid, New Delhi",9.11E+11,28.646616,77.240158,"Chicken Bihari, Roti Boti Roll, Kaleji Gurda, Sheer Maal, Badam Pasanda, Mutton Quorma","Gastronomical Experience, Loved it, Themed Decor, Clean Place, Relaxed Atmosphere, Authenticity",4.180060616
602,RP's Restaurant,"Mughlai, North Indian, South Indian, Fast Food, Chinese, Rolls",700," Malviya Nagar, New Delhi",4.2,1688,3.9,35600,https://www.zomato.com/ncr/rps-restaurant-malviya-nagar-new-delhi,"50-D, Savitri Nagar, Main Road, Malviya Nagar, New Delhi",9.20E+11,28.54053649,77.21836712,"Kashmiri Aloo, Soyabean Chaap, Hariyali Chicken, Ginger Chicken, Vegetable Uttapam, Deluxe Veg Thali","Gastronomical Experience, Themed Decor, Fastest Delivery, Good Menu, Family Restaurant, Packed on Weekends",4.170086408
608,Momo's Point,"Chinese, Fast Food",500," Kamla Nagar, New Delhi",4.2,1669,4.1,4655,https://www.zomato.com/ncr/momos-point-kamla-nagar-new-delhi,"27 UB, Jawahar Nagar, Kamla Nagar, New Delhi",9.11E+11,28.680635,77.20710017,"Veg Masala Momos, Crispy Honey Potatoes, Juicy Chicken Drumsticks, Thai Noodles, Chicken Meal, Chicken Fried Momos","Elegantly Decorated, Bang for the Buck, Casual Seating Area, Not very Crowded, Servings, Great Recommendations",4.169901372
612,Zaika-E-Dilli,"North Indian, Chinese, South Indian, Fast Food",400," Shahdara, New Delhi",4.2,1656,3.8,43500,https://www.zomato.com/ncr/zaika-e-dilli-shahdara-new-delhi,"C-9/17, Yamuna Vihar, Shahdara, New Delhi",9.20E+11,28.70018117,77.27200024,"Stuffed Chaap, Paneer Tika, Mushroom Masala, Malai Chaap Roll, Paneer Naan, Deluxe Thali","Comfortable Seating Area, Relaxed Atmosphere, Themed Decor, Quality of Food, Family Place, Packed on Weekends",4.169773443
684,Pandit Ji Paranthe Wale,North Indian,200," Ashok Vihar Phase 2, New Delhi",4.2,2510,3.8,6336,https://www.zomato.com/ncr/pandit-ji-paranthe-wale-ashok-vihar-phase-2-new-delhi,"Shop 1&2, LSC Plot 15, Ashok Vihar Phase 2, New Delhi",9.20E+11,28.69649003,77.17982613,"Anda Parantha, Mix Paratha, Kadhi Chawal, Aloo Pyaz Paratha, Tea","Economical, Not very Crowded, Cozy Ambiance, Cute Little Place, Pocket Friendly, Food Service",4.176370969
714,Janta Eating House,North Indian,300," Shahdara, New Delhi",4.2,1559,4.2,29500,https://www.zomato.com/ncr/janta-eating-house-shahdara-new-delhi,"1/2843, Loni Road, Ram Nagar, Shahdara, New Delhi",9.20E+11,28.68209451,77.29238972,"Shahi Paneer Makhani, Paneer Naan, Panneer Butter Masala, Jeera Rice, Rajma, Butter Roti","Bang for the Buck, Elegantly Decorated, Low Price, Great Recommendations, Great Ambiance, Polite Staff",4.168783446
759,Pizzaa79,"Pizza, Italian, Fast Food, Desserts, Beverages",500," Sector 81, Faridabad",4.2,1481,4.1,5548,https://www.zomato.com/ncr/pizzaa79-sector-81-faridabad,"SCO 58, 1st Floor, Omaxe World Street, Sector 79, Near Sector 81, Faridabad",9.20E+11,28.38738103,77.35336673,"Queen Margherita Pizza, Onion Cheese Pizza, Maharaja Supreme Burger, Sweet Corn Pizza, Choco Brownie, Capsicum Pizza","Good Space, Not very Crowded, Cute Little Place, Great Restaurant, Fastest Delivery, Great Menu",4.167939053
806,The Forestta,"North Indian, Chinese, Italian",1000," Sector 54, Gurgaon",4.1,1552,3.4,823,https://www.zomato.com/ncr/the-forestta-sector-54,"Plot 27, Saraswati Kunj, Suncity, Opposite Alchemist Hospital, Sector 54, Gurgaon",9.20E+11,28.439295,77.103987,"Fried Icecream, Murgh Malai Tikka, Veg Sweet Corn Soup, Veg Spring Rolls, Drums of Heaven, Chicken Manchow Soup","Cover Charges, Pool Table, Beautiful Cafe, Best Ambience, Good Vibe, Calm",4.116181227
824,Cha Bar,"Cafe, Fast Food, Desserts, Biryani, Italian, Sandwich",600," Connaught Place, New Delhi",4.1,5269,3.9,59,https://www.zomato.com/ncr/cha-bar-connaught-place-new-delhi,"N-81, Oxford Bookstore, Connaught Place, New Delhi",9.20E+11,28.63134604,77.22181208,"Passion Fruit Ice Tea, Cardamom Tea, Bun Tikki, Earl Grey Tea, Rose Tea, Smoked Chicken Pasta","Books Books and Books, Unique Cafe, Lovely Cafe, Positive Vibe, Peaceful Environment, Interesting Place",4.107166055
