,old_index,Restaurant_Name,Category,Pricing_for_2,Locality,Dining_Rating,Dining_Review_Count,Website,Known_For2,Known_For22
684,1181,Yes Minister - Pub & Kitchen,"North Indian, Continental, Italian",1800," Essex Farms, Adchini, New Delhi",4.0,873,https://www.zomato.com/ncr/yes-minister-pub-kitchen-adchini-new-delhi,"Vanilla Creme Brulee, Chocolate Fudge, Cocktails, Dessert, Salad, Starters","Gastronomical Experience, Themed Decor, Ample Seating Area, Ambience was Super Cool, View, Manager"
685,1182,Ditas,"European, Continental, Asian, Desserts",1800," Mehrauli, New Delhi",4.0,214,https://www.zomato.com/ncr/ditas-mehrauli-new-delhi,"Paneer Malai Kofta, Vegetable Seekh, Pudina Parantha, Murg Makhani, Chicken Lababdar, Tomato Soup","Sunset View, Magnificent View, Amazing Views, Wonderful View, Spectacular View, Awesome View"
686,1183,Parikrama - The Revolving Restaurant,"North Indian, Mughlai",2600," Connaught Place, New Delhi",4.0,4097,https://www.zomato.com/ncr/parikrama-the-revolving-restaurant-connaught-place-new-delhi,Lunch  Buffet DealTuesday and Thursday Veg 599/-Non Veg 649/-No other promotion applicable. 1 Round of Soft Drink/Ice Tea Complimentary,"Sizzling Brownie, Baked Pasta, Paneer Tikka Pizza, Buffet, Dahi Kabab, Bbq"
687,1187,Ambra,"Italian, Fast Food, Desserts, Panini, Beverages, Salad",2000," Greater Kailash 2 (GK2), New Delhi",4.0,114,https://www.zomato.com/ncr/ambra-greater-kailash-gk-2-new-delhi,"Crispy Honey Potatoes, Soya Tikka, Chicken Keema, Fish Fingers, Mocktail, Chilli Potatoes","Flair Bartending, Fairly Priced Beers, Casual Dress Code, Ambience is very Nice, Singer, Live Band"
688,1188,Oh My God,"North Indian, Mughlai, Fast Food, Continental, Beverages",1400," Connaught Place, New Delhi",4.0,1448,https://www.zomato.com/ncr/oh-my-god-connaught-place-new-delhi,"Chicken Kulcha, Momo Platter, Keema Kulcha, Cheese Balls, Crispy Corn, Spring Roll","Extensive Bar Menu, Fusion Dishes, Gastronomical Experience, Good for Large Groups, Rooftop, Staff Service"
689,1189,Lazy Bear,"North Indian, Continental, Chinese",1500," Delhi University-GTB Nagar, New Delhi",4.0,411,https://www.zomato.com/ncr/lazy-bear-delhi-university-gtb-nagar-new-delhi,"Cheese Poppers, Paneer Tikka Pizza, Veg Spring Rolls, Virgin Mojito, Chicken Wings, Chilli Paneer","Every Thing is Best, Sports Bar, Happy Hour, Cashless Payments, Pocket Friendly Place, Inexpensive"
690,1190,Sky Heart Lounge And Bar,"Bar Food, Chinese, Mughlai, North Indian, Fast Food, Desserts",1100," Punjabi Bagh, New Delhi",4.0,647,https://www.zomato.com/ncr/sky-heart-lounge-and-bar-punjabi-bagh-new-delhi,"Classic Hot Chocolate, Double Decker Sandwich, Banana Walnut Cake, Veg Club Sandwich, Mushroom Sandwich, Paneer Tikka Sandwich","Cost Efficient, Coffee Date, Soothing Ambience, Peaceful Ambience, Pretty Place, Calm"
691,1191,Jugmug Thela,"Cafe, Italian, Fast Food, Sandwich",600," Champa Gali, Saket, New Delhi",4.0,1474,https://www.zomato.com/ncr/jugmug-thela-saket-new-delhi,"Croissant, Ravioli, Lasagna, Cheesecake, Pizzas, Desserts","Ambience was Super Cool, Excellent Location, Cashless Payments, Variety of Pizza, Beautiful Ambience, Weekend Brunch"
692,1193,Lost Lemons,"North Indian, European, Mediterranean",1500," Sector 29, Gurgaon",4.0,190,https://www.zomato.com/ncr/lost-lemons-sector-29,"Masala Tea, Sunday Brunch, Salads, Desserts, Dosa, Fish","Sophisticated, Worth the Price, Quality of Food, Brunch, Great Hospitality, Live Music"
693,1194,Pavilion 75 - WelcomHotel Dwarka,"North Indian, Continental, Italian, Desserts",1800," WelcomHotel Dwarka, Sector 10, Dwarka, New Delhi",4.0,502,https://www.zomato.com/ncr/pavilion-75-welcomhotel-dwarka-sector-10-dwarka-new-delhi,"Neapolitan Style Pizza, Vietnamese Coffee, Spicy Lamb, Classic Margherita Pizza, Pepperoni Pizza, Pastas","Fusion Dishes, Family Place, Outdoor Seating, Vibe, Cafe, Courteous Staff"
694,1198,Dhansoo Cafe,"Modern Indian, Fast Food, Beverages, Japanese, Seafood, Asian, Desserts",2000," Pacific Mall, Tagore Garden, New Delhi",4.0,191,https://www.zomato.com/ncr/dhansoo-cafe-1-tagore-garden-new-delhi,"Mezze Platter, Mocktails, Pastas, Beer, Burgers, Pizzas","Sheesha, Hookah, Decent Ambience, Comfortable Seating, Nice Music, Great Music"
695,1199,The Backyard,"Italian, Mexican, Continental",1800," Punjabi Bagh, New Delhi",4.0,856,https://www.zomato.com/ncr/the-backyard-punjabi-bagh-new-delhi,"Nawabi Paneer, Tandoori Soya Chaap, Dosa, Momos, Fries","Variety of Veg Options, Good for Large Groups, Relaxed Atmosphere, Family Place, Packed on Weekends, Courteous Staff"
696,1201,Mai Bao,"Singaporean, Seafood, Chinese, Momos",1300," DLF Avenue, Saket, New Delhi",4.0,72,https://www.zomato.com/ncr/mai-bao-saket-new-delhi,"Teriyaki Chicken, Grilled Chicken Steak, Cocktail, Drinks","Extensive Bar Menu, Fusion Dishes, Ample Seating Area, Packed on Weekends, Live Music, Quality of Food"
697,1203,Noon Mirch,"North Indian, Mughlai, Biryani, Desserts",2000," Indirapuram, Ghaziabad",4.0,134,https://www.zomato.com/ncr/noon-mirch-indirapuram-ghaziabad,"Veg Gourmet Pizza, Meat Platter, Masala Chai, Tandoori Platter, Nachos, Soya Chaap","Good Bartenders, Cozy Place, Nice Music, Hookah, Packed on Weekends, Beautiful Place"
698,1205,Ziuba,"Thai, Japanese, Asian",1100," Ardee Mall, Ardee City, Gurgaon",4.0,134,https://www.zomato.com/ncr/ziuba-ardee-city,"Dine House offers 20% discount for Zomato Pro Users.Also, we charge 10% Service Charge from all users including Zomato Pro Users","Variety of Pizza, Customizable Dishes, Live Music, Good Wifi, Family Crowd, Weekend Brunch"
699,1207,Cirrus 9 - The Oberoi,Finger Food,3000," The Oberoi, Dr. Zakir Hussain Marg, New Delhi",4.0,184,https://www.zomato.com/ncr/cirrus-9-the-oberoi-zakir-hussain-marg-new-delhi,"Apple Crumble, Lamb Shank, Churros, Pork Ribs, Sangria, Soup","Gastronomical Experience, Serving Staff, Ample Seating Area, Cozy, Outdoor Seating, Decent Place"
700,1208,Pintxo,"Continental, Spanish, Fast Food, Desserts",1200,"  32nd Avenue, NH8, Gurgaon, Gurgaon",4.0,272,https://www.zomato.com/ncr/pintxo-sector-15,"Chocolate Tapas, Churro Sundae, Mocha, Hot Coffee, Hummus, Waffles","Comfortable Seating, Cozy Place, Soft Music, More Variety, Good Options, Wonderful Place"
701,1209,Chocolateria San Churro,"Cafe, Bakery, Desserts",1000," M Block Market, Greater Kailash 2 (GK2), New Delhi",4.0,1168,https://www.zomato.com/ncr/chocolateria-san-churro-greater-kailash-gk-2-new-delhi,"Chocolate Nutella, Bbq Pizza, Peri Fries, Green Apple Mojito, Mixed Sauce Pasta, Kit Kat Shake","Nice Foods and Great Service, Themed Decor, Gastronomical Experience, Ample Seating Area, Quality of Food, Staff Behaviour"
702,1210,The Hogwarts Kafe,"Sandwich, Burger, Chinese, Continental, North Indian, Mughlai, Desserts, Beverages",1000," Ashok Vihar Phase 2, New Delhi",4.0,481,https://www.zomato.com/ncr/the-hogwarts-kafe-ashok-vihar-phase-2-new-delhi,"Kaju Barfi, Puri Sabzi, Kaju Katli, Golgappe, Raj Kachori, Masala Dosa","Family Favorite, Office Crowd, Cozy Ambiance, Pocket Friendly, Good Crowd, Family Restaurant"
703,1211,Singla's,"North Indian, Mithai, Chinese, Fast Food, Street Food, South Indian, Pizza, Desserts",500," IP Extension, New Delhi",4.0,1346,https://www.zomato.com/ncr/singlas-ip-extension-new-delhi,"Sweet Potato Latte, Bingsu, Bibimbap, Kimchi, Ramen, Sushi","Good for Large Groups, Relaxed Atmosphere, Comfortable Seating Area, Vibe, Server, Cafe"
704,1212,Cafe at Korean Cultural Centre,Korean,800," Lajpat Nagar 4, New Delhi",4.0,275,https://www.zomato.com/ncr/cafe-at-korean-cultural-centre-lajpat-nagar-4-new-delhi,"Vodka Chicken, Chilly Potato, Chicken Malai Tikka, Mocktail, Chilly Chicken, Pastas","Live Sufi Music, Rooftop Cafe, Casual Dress Code, Hookahs, Pretty Place, Live Band"
705,1213,Cafe 27,"North Indian, Chinese, Fast Food",1900," Kailash Colony, New Delhi",4.0,1200,https://www.zomato.com/ncr/cafe-27-kailash-colony-new-delhi,"Shroom Burger, Tuna Sandwich, Classic Chicken Burger, Creamy Mushroom, Grilled Sandwich, Potato Wedges","Excellent Location, Comforting Atmosphere, Fantastic Decoration, Best Staff, Nice Concept, Served Quickly"
706,1215,The Crypto Door,"Cafe, Sandwich, Italian, Continental, Beverages, Burger",700," Vijay Nagar, New Delhi",4.0,83,https://www.zomato.com/ncr/the-crypto-door-vijay-nagar-new-delhi,"Pasta Sandwich, Brownie Waffle, Shakes, Momos, Pizza","Best Staff, Pocket Friendly, Hygienic Place, Very Affordable, Variety of Pizza, Served Quickly"
707,1217,Merak Bistro,"Cafe, Italian, Fast Food, Desserts, Beverages",900," Sector 81, Faridabad",4.0,130,https://www.zomato.com/ncr/merak-bistro-sector-81-faridabad,"Boiled Eggs, Cocktails, Pizza, Drinks, Butter Chicken, Starters","Dj Music, Dance Floor, Food Menu, Weekend Brunch, Bar, Vibe"
708,1218,The Race,"North Indian, Chinese, Italian, Continental",1200," Rajouri Garden, New Delhi",4.0,163,https://www.zomato.com/ncr/the-race-rajouri-garden-new-delhi,"Aloo Amritsari Kulcha, Healthy Veg Food, Parathas, Lassi, Chutney","Hygienic Food, Weekend Brunch, Family Crowd, Food Presentation, Hygiene, Young Crowd"
709,1219,Kulcha Lal Parantha Das,"Street Food, North Indian, Desserts, Beverages",300," DLF Phase 3, Gurgaon",4.0,178,https://www.zomato.com/ncr/kulcha-lal-parantha-das-dlf-phase-3,"Thai Curry, Sushi, Wine, Mocktails, Paneer Tikka, Pasta","Service Time, Live Band, Outdoor, Live Music, Host, Good Value"
710,1220,Toxic,"North Indian, Continental, Italian, Lebanese, Sushi",1900," Southern Park Mall, Saket, New Delhi",4.0,423,https://www.zomato.com/ncr/toxic-saket-new-delhi,"Chocolate Dome, Cigar Roll, Ice Cream Sundae, Tandoori Veg Platter, Spring Roll, Gulab Jamun","Comfortable Seating Area, Pure Veg, Relaxed Atmosphere, Fancy Crowd, Family Place, Amazing Ambience"
711,1222,Silbuttah Story By Berco's,North Indian,1200," Sector 12, Faridabad",4.0,180,https://www.zomato.com/ncr/silbuttah-story-by-bercos-sector-12-faridabad,"Cheesecake, Mojito, Mocktails, Drink, Pizza, Chicken","Roof Top, Ambience was Super Cool, Variety of Pizza, Beautiful Ambience, Beautiful Place, Nice Service"
712,1223,Barish Moon Bar & Brewery,"North Indian, Chinese, Continental, Desserts, Salad",3000," Gardens Galleria, Sector 38 Noida, Noida",4.0,325,https://www.zomato.com/ncr/barish-moon-bar-brewery-sector-38-noida,"Onion Kachori, Idli Sambar, Curd Rice, Matar Kulcha, Raj Kachori, Rasmalai","Drive through, Office Crowd, Family Restaurant, Inexpensive, Great Ambiance, Seating Area"
713,1224,Evergreen Restaurant & Sweet House,"North Indian, Chinese, South Indian, Fast Food, Street Food, Mithai, Ice Cream, Beverages",500," Sector 10, Dwarka, New Delhi",4.0,397,https://www.zomato.com/ncr/evergreen-restaurant-sweet-house-sector-10-dwarka-new-delhi,"Mezze Platter, Butter Chicken, Coffee, Paneer Tikka, Pizza, Burger","Instagramable, Beautiful Cafe, Beautiful Ambience, Weekend Brunch, Food Presentation, Family Crowd"
714,1225,Shakespeare Cafe,"Cafe, Fast Food, Continental, Beverages, Mexican, Turkish, Italian, Coffee",1100," Punjabi Bagh, New Delhi",4.0,118,https://www.zomato.com/ncr/shakespeare-cafe-1-punjabi-bagh-new-delhi,"Cheese Corn Dosa, Lahori Aloo, Vegetable Seekh, Veg Crispy, Upma, Idli","Kids Friendly, Sanitised Service, Safe Delivery, Excellent Location, Ambience was Super Cool, Cooperative Staff"
715,1226,Coco Curry,"South Indian, North Indian, Chinese",700," Good Earth City Center, Sector 50, Gurgaon",4.0,122,https://www.zomato.com/ncr/coco-curry-2-sector-50,"Seekh Kabab, Cocktails, Soup, Tandoori Chicken, White Sauce Pasta, Paneer Tikka","Quantity of Portion, Quality of Food, Outside Seating, Calm, Outdoor, Reasonable Rate"
716,1227,Lawn Bistro,"Salad, Chinese, North Indian, Continental",1900," Sector 15, Noida",4.0,509,https://www.zomato.com/ncr/lawn-bistro-sector-15-noida,"Hot Chocolate Pudding, Choco Truffle, Pastries, Cakes, Sandwich, Momos","Student Crowd, Good Service, Prices, Good Food, Quantity, Packaging"
717,1228,Brothers' Bakery,"Bakery, Fast Food, Chinese, Pizza, Momos, Desserts, Beverages",400," Tilak Nagar, New Delhi",4.0,414,https://www.zomato.com/ncr/brothers-bakery-tilak-nagar-new-delhi,"Fish Finger, Chicken Steak, Peri Peri Sauce, Ravioli, Sizzlers, Chocolate Mousse","Thoughtful and Polite Staff, Comfortable Couches, Rooftop Seating, Romantic Place, Open Area, Sheesha"
718,1229,Kinbuck 2,"North Indian, Chinese, Beverages, Chettinad, South Indian, Fast Food, Mughlai, Biryani",1500," Connaught Place, New Delhi",4.0,1557,https://www.zomato.com/ncr/kinbuck-2-connaught-place-new-delhi,"Hari Mirch Parantha, Aloo Masala, Malai Soya Chaap, Kulfi, Dahi Kebab, Pulao","Unlimited Refills, Pure Veg, Gastronomical Experience, Family Place, Cozy, Family Crowd"
719,1230,Vega Pure Vegetarian - Hotel Alka Classic,"North Indian, Mughlai, Fast Food, Desserts, Beverages",1600," Hotel Alka Classic, Connaught Place, New Delhi",4.0,435,https://www.zomato.com/ncr/vega-pure-vegetarian-hotel-alka-classic-connaught-place-new-delhi,"Ginger Tea, Kit Kat Shake, Mocha, Chai, Cappuccino, Hot Chocolate","Sit and Read, Quiet, Food Service, Food Menu, Fancy Crowd, Live Music"
720,1231,Cafe Coffee Bar,"Continental, Italian, Fast Food, North Indian, Beverages, Coffee",800," City Centre Mall, Sector 12, Dwarka, New Delhi",4.0,538,https://www.zomato.com/ncr/cafe-coffee-bar-sector-12-dwarka-new-delhi,"Chilli Corn, Shanghai Chicken, Chilly Chaap, Wheat Momo, Chicken Momo, Spring Roll","Rooftop Ambience, Comfortable Seating Area, Fancy Crowd, Courteous Staff, Vibe, Young Crowd"
721,1233,Bistro Petit,"Continental, Asian, Sandwich, Fast Food, Desserts, Beverages",1500," DLF Phase 4, Gurgaon",4.0,150,https://www.zomato.com/ncr/bistro-petit-dlf-phase-4,"Hari Mirch Ka Paneer Tikka, Walnut Brownie Sundae, Chocolate Browine, Fried Cheese, Drums of Heaven, Chicken Tikka Pizza","Dj Music, Great Dj, Lightings, Themed Decor, Affordable Food, Dance Floor"
722,1234,Suroor Reloaded,"Continental, North Indian, Chinese, Finger Food, Fast Food",1300," Rajouri Garden, New Delhi",4.0,927,https://www.zomato.com/ncr/suroor-reloaded-rajouri-garden-new-delhi,"Mutton Barra, Tawa Chicken, Veg Manchurian, Butter Chicken, Dal Makhani, Paneer Tikka","Great Value, Seating Arrangement, Best Food under Best Budget, Good Quantity, Awesome Food, Contactless Delivery"
723,1235,Khalsa Parivar Restaurant,"North Indian, Chinese, Mughlai",600," Mayapuri Phase 2, New Delhi",4.0,393,https://www.zomato.com/ncr/khalsa-parivar-restaurant-mayapuri-phase-2-new-delhi,"Buffet, Panneer Butter Masala, Desserts, Breads, Dal Makhni, Starters","Pool, Relaxed Atmosphere, Family Place, Great Hospitality, Fancy Crowd, Breakfast"
724,1238,SkyHouse,"North Indian, Chinese, Continental, Mughlai",2100," Gaur Central  Mall, Raj Nagar, Ghaziabad",4.0,235,https://www.zomato.com/ncr/skyhouse-raj-nagar-ghaziabad,"Spicy Paneer, Panner Pizza, Veg Pizza, Pizzas, Burgers, Sauce","Chirpy Crowd, Cozy Ambiance, Pocket Friendly, Casual Seating Area, Great Recommendations, Polite Staff"
725,1239,Rom's Pizza,"Pizza, Fast Food",400," Shakarpur, New Delhi",4.0,396,https://www.zomato.com/ncr/roms-pizza-shakarpur-new-delhi,"Salted Caramel Cheesecake, Red Velvet Cheesecake, New York Cheesecake, Blueberry Cheese Cake, Hot Chocolate, Pastries","Cake Decoration, Totally Worth it, Pretty Decor, Food Presentation, Best Place, Timely Service"
726,1240,Cheesecake & Co.,"Desserts, Bakery, Fast Food, Beverages",500," Anand Vihar, New Delhi",4.0,180,https://www.zomato.com/ncr/cheesecake-co-anand-vihar-new-delhi,"Hong Kong Chicken, Wonton Soup, Chilly Garlic Noodles, Sweet Corn Soup, Manchow Soup, Soups","Chinese, Ample Seating Area, Family Place, Cozy Place, Family Restaurant, Favorite Place"
727,1241,Fujiya,"Chinese, Japanese, Seafood, Fast Food, Momos",1500," Chanakyapuri, New Delhi",4.0,1127,https://www.zomato.com/ncr/fujiya-chanakyapuri-new-delhi,"Honey Chilli Potatoes, Butter Chicken, Dal Makhani, Biryani","Comfortable Seating Area, Cool Ambience, Best Restaurant, Great Value, Vibe, Interior"
728,1242,Saffron The Restaurant,"North Indian, Chinese",600," Gamma 1, Greater Noida",4.0,342,https://www.zomato.com/ncr/saffron-the-restaurant-gamma-1,"Chicken Ghee Roast, Appam, Filter Coffee, Sambar, Chutneys, Chicken","Authentic Decor, Authenticity, Weekend Brunch, Family Crowd, Breakfast, Good Music"
729,1243,Chattynadu,"South Indian, Kerala, Desserts",800," Sushant Lok, Gurgaon",4.0,125,https://www.zomato.com/ncr/chattynadu-sushant-lok,"Bhatti Ka Paneer, Orange Mojito, Dal Makhni, Tandoori Chicken, Starters, Paneer Tikka","Jain Food Options, Extensive Bar Menu, Variety of Veg Options, Fusion Dishes, Taste of Food, Gastronomical Experience"
730,1244,Moti Mahal Delux,"North Indian, Seafood",1800," Greater Kailash 2 (GK2), New Delhi",4.0,265,https://www.zomato.com/ncr/moti-mahal-delux-greater-kailash-gk-2-new-delhi,Exclusively available at Handi Chhadeyan Di at Just 99/-,"Chatpati Chaap, Mushroom Masala, Chicken Rara, Mutton Rogan Josh, Veg Platter, Malai Kofta"
731,1247,My Tea Chapel- Pinsa Pizza & Waffles,"Pizza, Bubble Tea, Healthy Food, Italian, Salad, Fast Food, Tea, Desserts",800," South Point Mall, Golf Course Road, Gurgaon",4.0,138,https://www.zomato.com/ncr/my-tea-chapel-pinsa-pizza-waffles-golf-course-road,"Kaya Toast, Calamari, Salmon, Coffee, Sandwich, Pizzas","Great Service and Atmosphere, Location is very Nice, Good Food and Good Ambience, Pet Friendly, Clean and Hygienic Place, Fantastic Decoration"
732,1248,Cafe Nauticalmile,"Healthy Food, Italian, Beverages, Continental, Coffee, Tea",1000," Sohna Road, Gurgaon",4.0,120,https://www.zomato.com/ncr/cafe-nauticalmile-sohna-road,"Lasagna, Peri Peri Fries, Tandoori Momos, Cheesecake, Pasta, Pizza","Nice Ambience Nice Crowd, Best Staff, Pretty Decor, Served Quickly, Cooperative Staff, Fantastic Decoration"
733,1249,The French Oven,"Continental, Italian, Mexican, North Indian, Chinese, Bakery, Beverages",500," Indirapuram, Ghaziabad",4.0,150,https://www.zomato.com/ncr/the-french-oven-indirapuram-ghaziabad,"Samosa Chatni, Chaap Tikka, Special Thali, Shahi Paneer","Reasonable Price Ever, Great Menu, Comforting Atmosphere, Served Quickly, Best Food under Best Budget, Perfect Presentation"
734,1254,Moire Cafe Lounge & Bar,"Continental, European, Asian, Biryani, Momos, Chinese, Italian, Desserts",2500," Gardens Galleria, Sector 38 Noida, Noida",4.0,201,https://www.zomato.com/ncr/moire-cafe-lounge-bar-sector-38-noida,"Kaju Korma, Veg Noodle Soup, Soyabean Chaap, Paneer Kali Mirch, Mix Veg Pizza, Hot N Sour Soup","Good for Large Groups, Ample Seating Area, Parking Space, Serving Size, Good Value, Family Restaurant"
735,1256,On Kourse Organically Yours,"Asian, Japanese, North Indian, European, Beverages",1000," Sector 83, Gurgaon",4.0,106,https://www.zomato.com/ncr/on-kourse-organically-yours-sector-83,"Crepe, Pancakes, Hot Chocolate, Waffles, Peri Peri Fries, Desserts","Host, Cleanliness, Good Music, Young Crowd, Good Wifi, Elaborate Menu"
736,1258,Dharma Vaishno Dhabha,"North Indian, Chinese, Fast Food, Beverages, Desserts",500," Sector 12, Faridabad",4.0,448,https://www.zomato.com/ncr/dharma-vaishno-dhabha-sector-12-faridabad,"Chicken Bharta, Masala Paneer, Rajma Rice, Dal Makhni, Biryani","Desi Vibes, Pocket Friendly, Quality Food, Good Food, Good Place, Quantity"
737,1259,Mehfil Dhaba,"North Indian, Mughlai",300," Malviya Nagar, New Delhi",4.0,548,https://www.zomato.com/ncr/mehfil-dhaba-malviya-nagar-new-delhi,"Chicken Momo, Afghani Chicken, Tandoori Momos, Butter Chicken, Chicken Tikka, Roti","Economical, Good Value, Tandoori, Reasonable Prices, Owner, Portion Size"
738,1260,Dilli 19,"North Indian, Mughlai, Chinese",600," Kalkaji, New Delhi",4.0,541,https://www.zomato.com/ncr/dilli-19-kalkaji-new-delhi,"Chana Daal, Chocolate Lava, Choco Lava Cake, Buffet, Pita Bread, Lamb","Ambience is very Nice, Good for Large Groups, Comfortable Seating Area, Gastronomical Experience, Ambience was Super Cool, Breakfast"
739,1261,Spice It -  ibis New Delhi,"North Indian, Continental, Chinese, Fast Food, Beverages, Desserts, Kebab, Finger Food",1500," ibis New Delhi, Aerocity, New Delhi",4.0,276,https://www.zomato.com/ncr/spice-it-ibis-new-delhi-aerocity-new-delhi,"Chilly Paneer Sizzler, Malai Chaap, Starters, Drinks","Themed Decor, Relaxed Atmosphere, Friendly Service, Great Value, Best Food under Best Budget, Hospitality"
740,1262,TNG Food - Tandoor & Grill,"North Indian, Chinese, European, Italian, Fast Food, Beverages",1500," Raj Nagar, Ghaziabad",4.0,212,https://www.zomato.com/ncr/tng-food-tandoor-grill-raj-nagar-ghaziabad,"Supreme Burger, Pancakes, Waffles, Cold Coffee, White Sauce Pasta, Platter","Kids Friendly, Quick Serving, Great Menu, Inexpensive, Variety of Pizza, Nice Concept"
